ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10110,-1.5496147103029148,-2.3870533451619504,3,-1.5441917332994228,2003-03-18,Shipped,1,3,2003,Vintage Cars,-1.685271633620125,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10124,1.0171949261330746,-2.271539275153048,2,-1.005185999650816,2003-05-21,Shipped,2,5,2003,Vintage Cars,-1.685271633620125,S24_1937,Signal Gift Stores,7025551838,8489 Strong St.,Desconocido,Las Vegas,NV,83030,USA,Desconocido,King,Sue,Small
10149,0.09314345701611873,-2.502071646630042,7,-1.2810205276219486,2003-09-12,Shipped,3,9,2003,Vintage Cars,-1.685271633620125,S24_1937,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Desconocido,Brisbane,CA,94217,USA,Desconocido,Taylor,Sue,Small
10162,0.19581584247355846,-2.7980454654940528,5,-1.3829461534589862,2003-10-18,Shipped,4,10,2003,Vintage Cars,-1.685271633620125,S24_1937,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Small
10173,-0.4202184702710794,-2.584369224404624,9,-1.3990793998288233,2003-11-05,Shipped,4,11,2003,Vintage Cars,-1.685271633620125,S24_1937,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Desconocido,Bergamo,Desconocido,24100,Italy,EMEA,Rovelli,Giovanni,Small
10182,0.4011606133884374,-2.321116129234122,6,-1.1496521344280428,2003-11-12,Shipped,4,11,2003,Vintage Cars,-1.685271633620125,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10193,-0.9335803975582769,-2.6993875258727154,10,-1.5174423655384615,2003-11-21,Shipped,4,11,2003,Vintage Cars,-1.685271633620125,S24_1937,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Desconocido,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10205,-0.31754608481363966,-2.3047557673873675,5,-1.2839528578271697,2003-12-03,Shipped,4,12,2003,Vintage Cars,-1.685271633620125,S24_1937,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10214,-1.5496147103029148,-2.452494792548968,3,-1.5585275698582817,2004-01-26,Shipped,1,1,2004,Vintage Cars,-1.685271633620125,S24_1937,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Desconocido,Madrid,Desconocido,28023,Spain,EMEA,Sommer,Mart¡n,Small
10227,0.7091777697607561,-2.6993875258727154,6,-1.263654616517695,2004-03-02,Shipped,1,3,2004,Vintage Cars,-1.685271633620125,S24_1937,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Desconocido,Lyon,Desconocido,69004,France,EMEA,Saveley,Mary,Small
10243,-0.21487369935619993,-2.6830271640259613,1,-1.4004966927613467,2004-04-26,Shipped,2,4,2004,Vintage Cars,-1.685271633620125,S24_1937,Diecast Collectables,6175552555,6251 Ingle Ln.,Desconocido,Boston,MA,51003,USA,Desconocido,Franco,Valarie,Small
10280,-1.5496147103029148,-2.7157478877194703,12,-1.6161967305609637,2004-08-17,Shipped,3,8,2004,Vintage Cars,-1.685271633620125,S24_1937,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Desconocido,Torino,Desconocido,10100,Italy,EMEA,Accorti,Paolo,Small
10288,-0.6255632411859583,-2.2551789133062936,1,-1.3287577773147243,2004-09-01,Shipped,3,9,2004,Vintage Cars,-1.685271633620125,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Desconocido,69045,Singapore,APAC,Victorino,Wendy,Small
10304,-1.2415975539305957,-2.6503064403324528,16,-1.5526629094478395,2004-10-11,Shipped,4,10,2004,Vintage Cars,-1.685271633620125,S24_1937,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Desconocido,Versailles,Desconocido,78000,France,EMEA,Tonini,Daniel,Small
10312,0.4011606133884374,-2.6830271640259613,13,-1.304251099136645,2004-10-21,Shipped,4,10,2004,Vintage Cars,-1.685271633620125,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10322,-1.5496147103029148,0.8101579745265014,3,-0.504952187604577,2004-11-04,Shipped,4,11,2004,Vintage Cars,-1.685271633620125,S24_1937,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Desconocido,Nashua,NH,62005,USA,Desconocido,Young,Valarie,Small
10332,1.0171949261330746,-0.08668731580012463,6,0.07171226821663812,2004-11-17,Shipped,4,11,2004,Vintage Cars,-1.685271633620125,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10344,-1.5496147103029148,-2.4034137070087045,6,-1.5477756924391377,2004-11-25,Shipped,4,11,2004,Vintage Cars,-1.685271633620125,S24_1937,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Desconocido,Marseille,Desconocido,13008,France,EMEA,Lebihan,Laurence,Small
10356,1.3252120825053932,0.8101579745265014,5,3.348346911700798,2004-12-09,Shipped,4,12,2004,Vintage Cars,-1.685271633620125,S24_1937,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Desconocido,Paris,Desconocido,75508,France,EMEA,Da Cunha,Daniel,Large
10367,-1.2415975539305957,-2.348383398978713,13,-1.4766015220690762,2005-01-12,Resolved,1,1,2005,Vintage Cars,-1.685271633620125,S24_1937,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Desconocido,Pasadena,CA,90003,USA,Desconocido,Young,Julie,Small
10380,-0.31754608481363966,-0.6493846096203124,4,-0.7037424545540855,2005-02-16,Shipped,1,2,2005,Vintage Cars,-1.685271633620125,S24_1937,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10391,-0.21487369935619993,0.8101579745265014,8,2.6015312806010664,2005-03-09,Shipped,1,3,2005,Vintage Cars,-1.685271633620125,S24_1937,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Large
10409,2.659953093452108,-2.6830271640259613,1,-0.9513505891794045,2005-04-23,Shipped,2,4,2005,Vintage Cars,-1.685271633620125,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Desconocido,69045,Singapore,APAC,Victorino,Wendy,Small
10420,1.0171949261330746,-2.8149015958816177,1,-1.2730054917276776,2005-05-29,In Process,2,5,2005,Vintage Cars,-1.685271633620125,S24_1937,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10107,0.29848822793099766,-0.031161239229321167,7,-0.21653036071547666,2003-02-24,Shipped,1,2,2003,Motorcycles,-0.615108586065899,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Medium
10120,-0.11220131389876072,0.006517169872295187,5,-0.3828477857627214,2003-04-29,Shipped,2,4,2003,Motorcycles,-0.615108586065899,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10134,0.8118501552181958,-0.031161239229321167,7,0.008906099413698293,2003-07-01,Shipped,3,7,2003,Motorcycles,-0.615108586065899,S24_2000,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Desconocido,Paris,Desconocido,75508,France,EMEA,Da Cunha,Daniel,Medium
10145,1.222539697047954,-0.031161239229321167,11,0.18925526751703842,2003-08-25,Shipped,3,8,2003,Motorcycles,-0.615108586065899,S24_2000,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Desconocido,Pasadena,CA,90003,USA,Desconocido,Young,Julie,Medium
10158,-1.3442699393880353,-0.8243909045265031,1,-1.1290715205802873,2003-10-10,Shipped,4,10,2003,Motorcycles,-0.615108586065899,S24_2000,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Desconocido,Stavern,Desconocido,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10168,-0.6255632411859583,-0.40893686732710416,6,-0.7423134572349847,2003-10-28,Shipped,4,10,2003,Motorcycles,-0.615108586065899,S24_2000,Technics Stores Inc.,6505556809,9408 Furth Circle,Desconocido,Burlingame,CA,94217,USA,Desconocido,Hirano,Juri,Small
10180,-0.728235626643398,-0.7490340863232707,14,-0.8875669769747245,2003-11-11,Shipped,4,11,2003,Motorcycles,-0.615108586065899,S24_2000,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Desconocido,Lille,Desconocido,59000,France,EMEA,Rance,Martine,Small
10188,0.5038329988458771,0.3837970294292664,6,0.055448696059902464,2003-11-18,Shipped,4,11,2003,Motorcycles,-0.615108586065899,S24_2000,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Desconocido,Bergen,Desconocido,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10201,-1.0362527830157167,-0.4847894540711478,7,-0.9268819226891706,2003-12-01,Shipped,4,12,2003,Motorcycles,-0.615108586065899,S24_2000,Mini Wheels Co.,6505555787,5557 North Pendale Street,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Murphy,Julie,Small
10210,-0.5228908557285186,-1.0886355367786265,4,-0.9247098262408587,2004-01-12,Shipped,1,1,2004,Motorcycles,-0.615108586065899,S24_2000,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Desconocido,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,0.29848822793099766,-0.7113556772216544,6,-0.4996414117884543,2004-02-20,Shipped,1,2,2004,Motorcycles,-0.615108586065899,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10236,0.09314345701611873,0.19540498392118547,3,-0.21736661784807684,2004-04-03,Shipped,2,4,2004,Motorcycles,-0.615108586065899,S24_2000,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Desconocido,Philadelphia,PA,71270,USA,Desconocido,Hernandez,Rosa,Medium
10250,-0.31754608481363966,0.19540498392118547,1,-0.40764226672020243,2004-05-11,Shipped,2,5,2004,Motorcycles,-0.615108586065899,S24_2000,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Desconocido,San Jose,CA,94217,USA,Desconocido,Frick,Sue,Small
10263,0.19581584247355846,-1.0509571276770104,7,-0.6749078742027445,2004-06-28,Shipped,2,6,2004,Motorcycles,-0.615108586065899,S24_2000,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Desconocido,Bridgewater,CT,97562,USA,Desconocido,King,Julie,Small
10275,-0.5228908557285186,-0.1823706441765967,6,-0.6269154031772923,2004-07-23,Shipped,3,7,2004,Motorcycles,-0.615108586065899,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Small
10285,0.4011606133884374,-0.6731814995792279,11,-0.44569739649462753,2004-08-27,Shipped,3,8,2004,Motorcycles,-0.615108586065899,S24_2000,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Desconocido,Cambridge,MA,51247,USA,Desconocido,Hernandez,Marta,Small
10297,-0.31754608481363966,-0.899747722729735,1,-0.7914951510658875,2004-09-16,Shipped,3,9,2004,Motorcycles,-0.615108586065899,S24_2000,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,Desconocido,2,Ireland,EMEA,Cassidy,Dean,Small
10308,1.222539697047954,-1.0132787185753946,4,-0.31633819251541,2004-10-15,Shipped,4,10,2004,Motorcycles,-0.615108586065899,S24_2000,Mini Classics,9145554562,3758 North Pendale Street,Desconocido,White Plains,NY,24067,USA,Desconocido,Frick,Steve,Small
10318,-0.9335803975582769,0.157230806278759,6,-0.703927082752192,2004-11-02,Shipped,4,11,2004,Motorcycles,-0.615108586065899,S24_2000,Diecast Classics Inc.,2155551555,7586 Pompton St.,Desconocido,Allentown,PA,70267,USA,Desconocido,Yu,Kyung,Small
10329,0.19581584247355846,0.5340148972949201,4,-0.032570082266817846,2004-11-15,Shipped,4,11,2004,Motorcycles,-0.615108586065899,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Medium
10340,2.043918780707471,-0.1823706441765967,8,0.45886130892263677,2004-11-24,Shipped,4,11,2004,Motorcycles,-0.615108586065899,S24_2000,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Desconocido,Barcelona,Desconocido,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10363,-1.4469423248454751,0.8101579745265014,8,0.022660900172633846,2005-01-06,Shipped,1,1,2005,Motorcycles,-0.615108586065899,S24_2000,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Desconocido,Espoo,Desconocido,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10375,-1.2415975539305957,0.8101579745265014,9,-0.6030820748981895,2005-02-03,Shipped,1,2,2005,Motorcycles,-0.615108586065899,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Small
10389,1.4278844679628335,-0.11197151138147171,2,0.23605851573703987,2005-03-03,Shipped,1,3,2005,Motorcycles,-0.615108586065899,S24_2000,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Desconocido,Boras,Desconocido,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10402,2.454608322537229,0.19540498392118547,3,0.8767183631666454,2005-04-07,Shipped,2,4,2005,Motorcycles,-0.615108586065899,S24_2000,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Desconocido,Paris,Desconocido,75016,France,EMEA,Perrier,Dominique,Medium
10416,-0.31754608481363966,0.19540498392118547,1,-0.40764226672020243,2005-05-10,Shipped,2,5,2005,Motorcycles,-0.615108586065899,S24_2000,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Desconocido,Reggio Emilia,Desconocido,42100,Italy,EMEA,Moroni,Maurizio,Small
10105,0.8118501552181958,0.8101579745265014,9,1.513582472052826,2003-02-11,Shipped,1,2,2003,Ships,0.5297169996897844,S24_2011,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Desconocido,Kobenhavn,Desconocido,1734,Denmark,EMEA,Petersen,Jytte,Medium
10117,0.6065053843033164,0.8101579745265014,3,0.8883282186828727,2003-04-16,Shipped,2,4,2003,Ships,0.5297169996897844,S24_2011,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Desconocido,Singapore,Desconocido,79903,Singapore,Japan,Natividad,Eric,Medium
10129,1.0171949261330746,0.8101579745265014,9,1.3433661338808611,2003-06-12,Shipped,2,6,2003,Ships,0.5297169996897844,S24_2011,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Desconocido,London,Desconocido,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10142,-0.21487369935619993,0.8101579745265014,6,-0.10202829644271287,2003-08-08,Shipped,3,8,2003,Ships,0.5297169996897844,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10153,0.5038329988458771,0.8101579745265014,5,1.033109307445105,2003-09-28,Shipped,3,9,2003,Ships,0.5297169996897844,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10167,-0.21487369935619993,0.8101579745265014,16,0.1402473414020002,2003-10-23,Cancelled,4,10,2003,Ships,0.5297169996897844,S24_2011,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Desconocido,Boras,Desconocido,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10177,1.5305568534202727,0.8101579745265014,7,1.37336821607317,2003-11-07,Shipped,4,11,2003,Ships,0.5297169996897844,S24_2011,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Desconocido,Madrid,Desconocido,28023,Spain,EMEA,Fernandez,Jesus,Medium
10185,-0.5228908557285186,0.8101579745265014,7,-0.20808090553154318,2003-11-14,Shipped,4,11,2003,Ships,0.5297169996897844,S24_2011,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Desconocido,New Bedford,MA,50553,USA,Desconocido,Tam,Wing C,Medium
10197,0.6065053843033164,0.8101579745265014,13,0.5325496809316195,2003-11-26,Shipped,4,11,2003,Ships,0.5297169996897844,S24_2011,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Desconocido,Barcelona,Desconocido,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10208,-0.009528928441320991,0.8101579745265014,7,0.4057807019670135,2004-01-02,Shipped,1,1,2004,Ships,0.5297169996897844,S24_2011,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Desconocido,Lyon,Desconocido,69004,France,EMEA,Saveley,Mary,Medium
10221,1.4278844679628335,0.8101579745265014,1,1.7652307060720058,2004-02-18,Shipped,1,2,2004,Ships,0.5297169996897844,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Desconocido,Bruxelles,Desconocido,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10232,1.119867311590515,0.8101579745265014,4,1.1398352664329117,2004-03-20,Shipped,1,3,2004,Ships,0.5297169996897844,S24_2011,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Desconocido,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10248,1.3252120825053932,0.8101579745265014,10,1.8498610139393592,2004-05-07,Cancelled,2,5,2004,Ships,0.5297169996897844,S24_2011,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Medium
10261,0.09314345701611873,0.8101579745265014,8,0.5206031504659038,2004-06-17,Shipped,2,6,2004,Ships,0.5297169996897844,S24_2011,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Desconocido,Montreal,Quebec,H1J 1C3,Canada,Desconocido,Fresnisre,Jean,Medium
10273,-1.3442699393880353,0.8101579745265014,11,-0.41765563134692024,2004-07-21,Shipped,3,7,2004,Ships,0.5297169996897844,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Desconocido,Bruxelles,Desconocido,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10283,0.7091777697607561,0.8101579745265014,13,0.957064210789704,2004-08-20,Shipped,3,8,2004,Ships,0.5297169996897844,S24_2011,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Desconocido,Tsawassen,BC,T2F 8M4,Canada,Desconocido,Lincoln,Elizabeth,Medium
10293,-1.4469423248454751,0.8101579745265014,2,-0.33233025261610677,2004-09-09,Shipped,3,9,2004,Ships,0.5297169996897844,S24_2011,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Desconocido,Torino,Desconocido,10100,Italy,EMEA,Accorti,Paolo,Small
10306,-0.6255632411859583,0.8101579745265014,7,-0.18815192061828112,2004-10-14,Shipped,4,10,2004,Ships,0.5297169996897844,S24_2011,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10315,-0.009528928441320991,0.8101579745265014,6,0.3590263259170995,2004-10-29,Shipped,4,10,2004,Ships,0.5297169996897844,S24_2011,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Medium
10326,0.6065053843033164,0.8101579745265014,4,0.4232334969292001,2004-11-09,Shipped,4,11,2004,Ships,0.5297169996897844,S24_2011,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Desconocido,Lule,Desconocido,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10337,-0.6255632411859583,-0.5794812453659984,4,-0.7964855426558842,2004-11-21,Shipped,4,11,2004,Ships,0.5297169996897844,S24_2011,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Desconocido,Hernandez,Maria,Small
10350,-0.11220131389876072,-1.6523243676804362,7,-1.0006137366271193,2004-12-02,Shipped,4,12,2004,Ships,0.5297169996897844,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10372,0.19581584247355846,0.8101579745265014,8,0.1936646233071119,2005-01-26,Shipped,1,1,2005,Ships,0.5297169996897844,S24_2011,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Desconocido,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10384,-0.728235626643398,-0.15460760589119496,3,-0.7052629220679039,2005-02-23,Shipped,1,2,2005,Ships,0.5297169996897844,S24_2011,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Small
10396,1.4278844679628335,0.8101579745265014,6,1.1766577314729203,2005-03-23,Shipped,1,3,2005,Ships,0.5297169996897844,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10414,-1.2415975539305957,0.8101579745265014,10,-0.11873714837135238,2005-05-06,On Hold,2,5,2005,Ships,0.5297169996897844,S24_2011,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Desconocido,Boston,MA,51003,USA,Desconocido,Yoshido,Juri,Medium
10101,1.119867311590515,-1.482275758182353,2,-0.5869705494928358,2003-01-09,Shipped,1,1,2003,Vintage Cars,-1.4115089935481135,S24_2022,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Desconocido,Frankfurt,Desconocido,60528,Germany,EMEA,Keitel,Roland,Small
10110,0.4011606133884374,-1.9487939550852578,2,-0.9906058022415221,2003-03-18,Shipped,1,3,2003,Vintage Cars,-1.4115089935481135,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10124,-1.3442699393880353,-1.904174786412291,1,-1.389266954123574,2003-05-21,Shipped,2,5,2003,Vintage Cars,-1.4115089935481135,S24_2022,Signal Gift Stores,7025551838,8489 Strong St.,Desconocido,Las Vegas,NV,83030,USA,Desconocido,King,Sue,Small
10149,1.4278844679628335,-1.7043800644655636,6,-0.6185962737802576,2003-09-12,Shipped,3,9,2003,Vintage Cars,-1.4115089935481135,S24_2022,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Desconocido,Brisbane,CA,94217,USA,Desconocido,Taylor,Sue,Small
10162,0.8118501552181958,-2.348383398978713,4,-1.0824746215228753,2003-10-18,Shipped,4,10,2003,Vintage Cars,-1.4115089935481135,S24_2022,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Small
